1442646136,D,EUR/USD,2011-03-06 17:00:07,1.398800,1.399100
1442646168,D,EUR/USD,2011-03-06 17:00:14,1.398900,1.399200
1442646283,D,EUR/USD,2011-03-06 17:00:30,1.399000,1.399300
1442646343,D,EUR/USD,2011-03-06 17:00:34,1.398900,1.399200
1442646367,D,EUR/USD,2011-03-06 17:00:37,1.399000,1.399300
1442646467,D,EUR/USD,2011-03-06 17:00:57,1.399100,1.399400
1442646469,D,EUR/USD,2011-03-06 17:00:57,1.399000,1.399300
1442646513,D,EUR/USD,2011-03-06 17:01:00,1.398900,1.399200
1442646541,D,EUR/USD,2011-03-06 17:01:02,1.399200,1.399500
1442646557,D,EUR/USD,2011-03-06 17:01:02,1.399100,1.399400
1442646602,D,EUR/USD,2011-03-06 17:01:03,1.398900,1.399200
1442646583,D,EUR/USD,2011-03-06 17:01:03,1.398800,1.399100
1442646618,D,EUR/USD,2011-03-06 17:01:04,1.398800,1.399100
1442646680,D,EUR/USD,2011-03-06 17:01:09,1.398900,1.399200
1442646710,D,EUR/USD,2011-03-06 17:01:11,1.399100,1.399400
1442646743,D,EUR/USD,2011-03-06 17:01:15,1.399000,1.399300
1442646759,D,EUR/USD,2011-03-06 17:01:19,1.399100,1.399400
1442646913,D,EUR/USD,2011-03-06 17:01:34,1.399200,1.399500
1442646925,D,EUR/USD,2011-03-06 17:01:34,1.399300,1.399600
1442646943,D,EUR/USD,2011-03-06 17:01:37,1.399200,1.399500
1442646965,D,EUR/USD,2011-03-06 17:01:39,1.399100,1.399400
1442646975,D,EUR/USD,2011-03-06 17:01:40,1.399200,1.399500
1442647026,D,EUR/USD,2011-03-06 17:01:44,1.399100,1.399400
1442647088,D,EUR/USD,2011-03-06 17:01:54,1.399200,1.399500
1442647150,D,EUR/USD,2011-03-06 17:02:04,1.399300,1.399600
1442647167,D,EUR/USD,2011-03-06 17:02:06,1.399200,1.399500
1442647196,D,EUR/USD,2011-03-06 17:02:08,1.399100,1.399400
1442647218,D,EUR/USD,2011-03-06 17:02:10,1.399000,1.399300
