1103970543,D,EUR/USD,2010-04-04 17:00:57,1.349600,1.349900
1103970670,D,EUR/USD,2010-04-04 17:02:22,1.349700,1.350000
1103970754,D,EUR/USD,2010-04-04 17:02:46,1.349800,1.350100
1103970771,D,EUR/USD,2010-04-04 17:02:47,1.349700,1.350000
1103970852,D,EUR/USD,2010-04-04 17:04:08,1.349800,1.350100
1103971319,D,EUR/USD,2010-04-04 17:07:56,1.349700,1.350000
1103971329,D,EUR/USD,2010-04-04 17:07:56,1.349700,1.349900
1103971343,D,EUR/USD,2010-04-04 17:07:56,1.349600,1.349900
1103971377,D,EUR/USD,2010-04-04 17:08:11,1.349500,1.349800
1103971409,D,EUR/USD,2010-04-04 17:08:20,1.349600,1.349900
1103971410,D,EUR/USD,2010-04-04 17:08:21,1.349500,1.349800
1103971544,D,EUR/USD,2010-04-04 17:09:17,1.349400,1.349700
1103971556,D,EUR/USD,2010-04-04 17:09:25,1.349300,1.349600
1103971572,D,EUR/USD,2010-04-04 17:09:26,1.349400,1.349700
1103971589,D,EUR/USD,2010-04-04 17:09:27,1.349300,1.349600
1103971614,D,EUR/USD,2010-04-04 17:09:28,1.349200,1.349500
1103971622,D,EUR/USD,2010-04-04 17:09:34,1.349300,1.349600
1103971644,D,EUR/USD,2010-04-04 17:09:40,1.349400,1.349700
1103971728,D,EUR/USD,2010-04-04 17:10:10,1.349600,1.349900
1103971744,D,EUR/USD,2010-04-04 17:10:13,1.349400,1.349700
1103971775,D,EUR/USD,2010-04-04 17:10:20,1.349600,1.349900
1103971838,D,EUR/USD,2010-04-04 17:10:36,1.349400,1.349700
1103971859,D,EUR/USD,2010-04-04 17:10:37,1.349300,1.349600
1103971878,D,EUR/USD,2010-04-04 17:10:39,1.349400,1.349700
1103972001,D,EUR/USD,2010-04-04 17:11:32,1.349300,1.349600
1103972020,D,EUR/USD,2010-04-04 17:11:34,1.349200,1.349500
1103972046,D,EUR/USD,2010-04-04 17:11:39,1.349300,1.349600
1103972061,D,EUR/USD,2010-04-04 17:11:46,1.349200,1.349500
1103972081,D,EUR/USD,2010-04-04 17:11:50,1.348700,1.349000
1103972098,D,EUR/USD,2010-04-04 17:11:50,1.349000,1.349300
1103972106,D,EUR/USD,2010-04-04 17:11:50,1.349100,1.349400
1103972125,D,EUR/USD,2010-04-04 17:11:52,1.349000,1.349300
1103972191,D,EUR/USD,2010-04-04 17:12:13,1.349100,1.349400
1103972230,D,EUR/USD,2010-04-04 17:13:11,1.349000,1.349300
1103972234,D,EUR/USD,2010-04-04 17:13:12,1.349100,1.349400
1103972249,D,EUR/USD,2010-04-04 17:13:15,1.349000,1.349300
1103972268,D,EUR/USD,2010-04-04 17:13:17,1.349100,1.349400
1103972298,D,EUR/USD,2010-04-04 17:13:20,1.349200,1.349500
1103972475,D,EUR/USD,2010-04-04 17:15:46,1.349100,1.349400
1103972487,D,EUR/USD,2010-04-04 17:15:50,1.349300,1.349600
1103972506,D,EUR/USD,2010-04-04 17:15:56,1.349100,1.349400
1103972737,D,EUR/USD,2010-04-04 17:17:56,1.349000,1.349300
1103972811,D,EUR/USD,2010-04-04 17:19:23,1.349100,1.349400
1103972831,D,EUR/USD,2010-04-04 17:19:32,1.349000,1.349300
1103972913,D,EUR/USD,2010-04-04 17:22:44,1.349000,1.349200
1103972916,D,EUR/USD,2010-04-04 17:22:44,1.349000,1.349300
1103972936,D,EUR/USD,2010-04-04 17:22:52,1.348900,1.349100
1103972945,D,EUR/USD,2010-04-04 17:22:54,1.349000,1.349300
1103972990,D,EUR/USD,2010-04-04 17:23:14,1.349000,1.349200
1103973002,D,EUR/USD,2010-04-04 17:23:14,1.349000,1.349300
1103973038,D,EUR/USD,2010-04-04 17:23:25,1.349000,1.349200
1103973053,D,EUR/USD,2010-04-04 17:23:25,1.348900,1.349200
1103973095,D,EUR/USD,2010-04-04 17:23:34,1.349000,1.349300
1103973116,D,EUR/USD,2010-04-04 17:23:47,1.348800,1.349100
1103973133,D,EUR/USD,2010-04-04 17:23:51,1.348700,1.349000
1103973153,D,EUR/USD,2010-04-04 17:23:54,1.348600,1.348900
1103973169,D,EUR/USD,2010-04-04 17:23:55,1.348700,1.349000
1103973196,D,EUR/USD,2010-04-04 17:24:04,1.348300,1.348600
1103973218,D,EUR/USD,2010-04-04 17:24:05,1.348600,1.348900
1103973229,D,EUR/USD,2010-04-04 17:24:05,1.348700,1.349000
1103973264,D,EUR/USD,2010-04-04 17:24:11,1.348400,1.348700
