588325231,EUR/USD,2008-06-29 17:00:00.000,1.577700,1.578000,D
588325262,EUR/USD,2008-06-29 17:00:17.000,1.577800,1.578100,D
588325334,EUR/USD,2008-06-29 17:01:11.000,1.577900,1.578200,D
588325344,EUR/USD,2008-06-29 17:01:14.000,1.578000,1.578300,D
588325351,EUR/USD,2008-06-29 17:01:17.000,1.577800,1.578100,D
588325384,EUR/USD,2008-06-29 17:02:04.000,1.577900,1.578200,D
588325389,EUR/USD,2008-06-29 17:02:05.000,1.578000,1.578300,D
588325451,EUR/USD,2008-06-29 17:02:42.000,1.577900,1.578200,D
588325462,EUR/USD,2008-06-29 17:02:56.000,1.577800,1.578100,D
588325477,EUR/USD,2008-06-29 17:03:19.000,1.577900,1.578200,D
588325482,EUR/USD,2008-06-29 17:03:20.000,1.578000,1.578300,D
588325494,EUR/USD,2008-06-29 17:03:29.000,1.577800,1.578100,D
588325686,EUR/USD,2008-06-29 17:05:58.000,1.577900,1.578200,D
588325689,EUR/USD,2008-06-29 17:05:59.000,1.578000,1.578300,D
588325763,EUR/USD,2008-06-29 17:07:01.000,1.577800,1.578100,D
588325799,EUR/USD,2008-06-29 17:08:00.000,1.577900,1.578200,D
588325806,EUR/USD,2008-06-29 17:08:01.000,1.578000,1.578300,D
588325809,EUR/USD,2008-06-29 17:08:23.000,1.577900,1.578200,D
588325853,EUR/USD,2008-06-29 17:10:54.000,1.578000,1.578300,D
588325901,EUR/USD,2008-06-29 17:11:33.000,1.578200,1.578500,D
588325904,EUR/USD,2008-06-29 17:11:34.000,1.578100,1.578400,D
588325905,EUR/USD,2008-06-29 17:11:35.000,1.578000,1.578300,D
588325934,EUR/USD,2008-06-29 17:11:44.000,1.577900,1.578200,D
588325962,EUR/USD,2008-06-29 17:12:30.000,1.578000,1.578300,D
588325967,EUR/USD,2008-06-29 17:12:35.000,1.577900,1.578200,D
588325968,EUR/USD,2008-06-29 17:12:36.000,1.578000,1.578300,D
588325982,EUR/USD,2008-06-29 17:12:39.000,1.578100,1.578400,D
588326108,EUR/USD,2008-06-29 17:14:27.000,1.578000,1.578300,D
588326116,EUR/USD,2008-06-29 17:14:39.000,1.578100,1.578400,D
588326150,EUR/USD,2008-06-29 17:16:29.000,1.578000,1.578300,D
588326162,EUR/USD,2008-06-29 17:17:13.000,1.577900,1.578200,D
588326192,EUR/USD,2008-06-29 17:19:00.000,1.578000,1.578300,D
588326287,EUR/USD,2008-06-29 17:23:09.000,1.577900,1.578200,D
588326294,EUR/USD,2008-06-29 17:23:12.000,1.578000,1.578300,D
588326414,EUR/USD,2008-06-29 17:27:37.000,1.578100,1.578400,D
588326573,EUR/USD,2008-06-29 17:37:30.000,1.578000,1.578300,D
588326576,EUR/USD,2008-06-29 17:37:31.000,1.578100,1.578400,D
588326582,EUR/USD,2008-06-29 17:37:36.000,1.578000,1.578300,D
588326591,EUR/USD,2008-06-29 17:37:55.000,1.577900,1.578200,D
588326595,EUR/USD,2008-06-29 17:37:56.000,1.577800,1.578100,D
588326657,EUR/USD,2008-06-29 17:39:25.000,1.577900,1.578200,D
588326712,EUR/USD,2008-06-29 17:40:33.000,1.577800,1.578100,D
588326789,EUR/USD,2008-06-29 17:41:09.000,1.577700,1.578000,D
588326798,EUR/USD,2008-06-29 17:41:10.000,1.577600,1.577900,D
588326807,EUR/USD,2008-06-29 17:41:11.000,1.577700,1.578000,D
588326819,EUR/USD,2008-06-29 17:41:36.000,1.577600,1.577900,D
588326880,EUR/USD,2008-06-29 17:44:53.000,1.577700,1.578000,D
588326905,EUR/USD,2008-06-29 17:46:03.000,1.577600,1.577900,D
588326951,EUR/USD,2008-06-29 17:46:16.000,1.577700,1.578000,D
588326957,EUR/USD,2008-06-29 17:46:22.000,1.577600,1.577900,D
588327125,EUR/USD,2008-06-29 17:48:29.000,1.577700,1.578000,D
588327137,EUR/USD,2008-06-29 17:49:24.000,1.577600,1.577900,D
588327235,EUR/USD,2008-06-29 17:51:13.000,1.577500,1.577800,D
588327257,EUR/USD,2008-06-29 17:51:19.000,1.577600,1.577900,D
588327265,EUR/USD,2008-06-29 17:51:22.000,1.577500,1.577800,D
588327279,EUR/USD,2008-06-29 17:51:28.000,1.577600,1.577900,D
588327436,EUR/USD,2008-06-29 17:53:44.000,1.577500,1.577800,D
588327443,EUR/USD,2008-06-29 17:53:45.000,1.577400,1.577700,D
588327452,EUR/USD,2008-06-29 17:53:50.000,1.577500,1.577800,D
588327466,EUR/USD,2008-06-29 17:54:09.000,1.577600,1.577900,D
588327469,EUR/USD,2008-06-29 17:54:33.000,1.577500,1.577800,D
588327532,EUR/USD,2008-06-29 17:56:02.000,1.577600,1.577900,D
588327553,EUR/USD,2008-06-29 17:56:46.000,1.577700,1.578000,D
588328183,EUR/USD,2008-06-29 18:02:47.000,1.577600,1.577900,D
588328191,EUR/USD,2008-06-29 18:02:48.000,1.577700,1.578000,D
588328330,EUR/USD,2008-06-29 18:03:34.000,1.577600,1.577900,D
588328342,EUR/USD,2008-06-29 18:03:35.000,1.577700,1.578000,D
588328372,EUR/USD,2008-06-29 18:03:53.000,1.577600,1.577900,D
588328394,EUR/USD,2008-06-29 18:04:11.000,1.577500,1.577800,D
588328439,EUR/USD,2008-06-29 18:04:36.000,1.577600,1.577900,D
588328445,EUR/USD,2008-06-29 18:04:50.000,1.577500,1.577800,D
588328514,EUR/USD,2008-06-29 18:05:23.000,1.577400,1.577700,D
588328557,EUR/USD,2008-06-29 18:05:28.000,1.577500,1.577800,D
588328576,EUR/USD,2008-06-29 18:05:30.000,1.577400,1.577700,D
588328599,EUR/USD,2008-06-29 18:05:38.000,1.577500,1.577800,D
588328691,EUR/USD,2008-06-29 18:07:02.000,1.577600,1.577900,D
588328794,EUR/USD,2008-06-29 18:08:25.000,1.577700,1.578000,D
588328930,EUR/USD,2008-06-29 18:09:54.000,1.577600,1.577900,D
588328954,EUR/USD,2008-06-29 18:10:18.000,1.577500,1.577800,D
588328961,EUR/USD,2008-06-29 18:10:20.000,1.577400,1.577700,D
588328987,EUR/USD,2008-06-29 18:11:22.000,1.577300,1.577600,D
588328991,EUR/USD,2008-06-29 18:11:32.000,1.577400,1.577700,D
588329014,EUR/USD,2008-06-29 18:11:43.000,1.577300,1.577600,D
588329019,EUR/USD,2008-06-29 18:11:46.000,1.577400,1.577700,D
588329164,EUR/USD,2008-06-29 18:13:05.000,1.577300,1.577600,D
588329186,EUR/USD,2008-06-29 18:13:23.000,1.577400,1.577700,D
588329225,EUR/USD,2008-06-29 18:13:53.000,1.577500,1.577800,D
588329231,EUR/USD,2008-06-29 18:13:54.000,1.577600,1.577900,D
588329332,EUR/USD,2008-06-29 18:14:36.000,1.577700,1.578000,D
588329439,EUR/USD,2008-06-29 18:15:01.000,1.577600,1.577900,D
588329564,EUR/USD,2008-06-29 18:16:10.000,1.577700,1.578000,D
588329598,EUR/USD,2008-06-29 18:16:34.000,1.577600,1.577900,D
588329621,EUR/USD,2008-06-29 18:16:51.000,1.577500,1.577800,D
588329652,EUR/USD,2008-06-29 18:17:04.000,1.577600,1.577900,D
588329734,EUR/USD,2008-06-29 18:17:39.000,1.577700,1.578000,D
588329738,EUR/USD,2008-06-29 18:17:43.000,1.577600,1.577900,D
588329800,EUR/USD,2008-06-29 18:18:25.000,1.577500,1.577800,D
588329831,EUR/USD,2008-06-29 18:18:43.000,1.577600,1.577900,D
588329934,EUR/USD,2008-06-29 18:19:16.000,1.577500,1.577800,D
588330011,EUR/USD,2008-06-29 18:19:49.000,1.577600,1.577900,D
588330047,EUR/USD,2008-06-29 18:20:16.000,1.577700,1.578000,D
588330049,EUR/USD,2008-06-29 18:20:18.000,1.577600,1.577900,D
